STRASSE,STRANAM,HSZ
92,Alois-Wohlmuth-Str.,10
1435,Geisenhausenerstr.,11
3636,Polkostr.,40
1617,Graubündener Str.,77
4639,Suessenguthstr.,22
4686,Thaddäus-Eck-Str.,14
4386,Siegenburger Str.,17
6114,Karl-Köglsperger-Str.,3
6114,Karl-Köglsperger-Str.,9
4129,Schellingstr.,60
1653,Großhesseloher Str.,15c
1666,Grüntenstr.,5
1667,Grünwalder Str.,150a
1667,Grünwalder Str.,177a
1667,Grünwalder Str.,207
4166,Schleißheimer Str.,258
4407,Silberpappelstr.,11
681,Brockesstr.,5
775,Claudius-Keller-Str.,8
4257,Schrobenhausener Str.,10
2454,Kirtaweg,25a
4265,Schuchstr.,8a
4273,Schulstr.,28
4280,Schusterwolfstr.,29
4286,Schwandorfer Str.,4
4292,Schwanthalerstr.,91
4305,Schweidnitzer Str.,47a
4303,Schwedensteinstr.,31
3599,Pirolstr.,20b
3670,Preußenstr.,4
1129,Eversbuschstr.,50
6692,Elisabeth-Bergner-Str.,11
410,Balsaminenstr.,3a
1140,Faganastr.,5a
3599,Pirolstr.,20c
6768,Am Kartoffelgarten,14
2223,Ittlingerstr.,64
6768,Am Kartoffelgarten,20
6692,Elisabeth-Bergner-Str.,13
2556,Korfiz-Holm-Str.,13a
2556,Korfiz-Holm-Str.,28
2835,Lindpaintnerstr.,18
2843,Lipperheidestr.,29
2853,Lochhausener Str.,9
1249,Forstenrieder Allee,66
5183,Wimmerstr.,15
870,Dillinger Str.,13
5380,Regina-Ullmann-Str.,55
4361,Senftenauerstr.,125
4361,Senftenauerstr.,165
5938,Dr.-Walther-von-Miller-Str.,45
901,Donauwörther Str.,76
910,Dorotheenstr.,8a
918,Dreilingsweg,39
4056,St.-Augustinus-Str.,65
4176,Schlörstr.,16
4179,Schloß-Berg-Str.,16
1422,Gautinger Str.,6b
4212,Schneeglöckchenstr.,28
2524,Königswieser Str.,85
4212,Schneeglöckchenstr.,115
1688,Gufidauner Str.,22
4214,Schneewittchenstr.,22a
1689,Guido-Schneble-Str.,18
6050,Von-der-Vring-Str.,6
6050,Von-der-Vring-Str.,5
3396,Oppenrieder Str.,26
4291,Schwanseestr.,77
4294,Schwarzenbacher Str.,2
4298,Schwarzhölzlstr.,22
4292,Schwanthalerstr.,46
4305,Schweidnitzer Str.,50
3344,Oberföhringer Str.,77
4324,Sedanstr.,34
2171,Imhofstr.,15
1838,Hechtseestr.,41
2076,Hohenaschauer Str.,82
2076,Hohenaschauer Str.,88
4505,Ständlerstr.,47
4505,Ständlerstr.,59
5597,Karl-Marx-Ring,130
147,Am Eulenhorst,42
147,Am Eulenhorst,49
147,Am Eulenhorst,75
147,Am Eulenhorst,83
147,Am Eulenhorst,107
147,Am Eulenhorst,109
170,Am Hochstand,10
198,Am Moosfeld,16
198,Am Moosfeld,42b
3190,Mühlbaurstr.,38c
760,Chammünsterstr.,45
910,Dorotheenstr.,24
923,Dresselstr.,11
932,Dualastr.,8
3344,Oberföhringer Str.,174
3344,Oberföhringer Str.,187
4931,Von-Gravenreuth-Str.,25b
5277,Zehntfeldstr.,141
23,Adam-Riese-Str.,3
4830,Ulrich-von-Hutten-Str.,51a
3974,Rübezahlstr.,93
4931,Von-Gravenreuth-Str.,25a
197,Am Mitterfeld,22
197,Am Mitterfeld,22a
2502,Knospenstr.,41
3974,Rübezahlstr.,74
5767,Freihamer Allee,28
4339,Seeriederstr.,23
866,Dietrichsteinstr.,28
3408,Ortnitstr.,19
896,Dom-Pedro-Str.,7d
4104,Schaffhauser Str.,12
4108,Schaidlerstr.,5
4109,Schanderlweg,6
3047,Maximilianspl.,9
3048,Maximilianstr.,26
3048,Maximilianstr.,10
3048,Maximilianstr.,27
3201,Müllerstr.,27
1455,Georgenstr.,11
2898,Ludwigstr.,7
3557,Pfarrstr.,3
3672,Preysingstr.,24
2524,Königswieser Str.,134
1689,Guido-Schneble-Str.,34
1689,Guido-Schneble-Str.,72
4228,Schöngeisinger Str.,10
4239,Schopenhauerstr.,106
4259,Schröfelhofstr.,15
6126,Gustav-Heinemann-Ring,9
6059,Gustav-Otto-Bogen,14
6059,Gustav-Otto-Bogen,20
4280,Schusterwolfstr.,77
1101,Eschenbachstr.,27
698,Bruggspergerstr.,42
698,Bruggspergerstr.,90
992,Ehlersstr.,21
992,Ehlersstr.,31
992,Ehlersstr.,39
1009,Eichthalstr.,7
5845,Esswurmstr.,26
1475,Gerhardstr.,5
1475,Gerhardstr.,31
1327,Friedenheimer Str.,68
47,Agnesstr.,14
2652,Kurfürstenstr.,43
9,Abtstr.,34
474,Bechsteinstr.,7
491,Belgradstr.,30
491,Belgradstr.,36
545,Bertholdstr.,23
545,Bertholdstr.,31
579,Birnauer Str.,4
579,Birnauer Str.,16
582,Bischof-Adalbert-Str.,12
582,Bischof-Adalbert-Str.,24
582,Bischof-Adalbert-Str.,25
583,Bischoffstr.,3
1731,Hänflingweg,4
1731,Hänflingweg,36
3750,Rathenaustr.,80
4166,Schleißheimer Str.,167
1586,Gozbertstr.,7
1630,Griechenpl.,3
4764,Trappentreustr.,45
863,Dietlindenstr.,8
2817,Ligusterstr.,3
2821,Lillweg,51
2831,Lindenfelser Str.,13
2973,Marchgrabenpl.,5
2986,Maria-Josepha-Str.,8
3036,Mattighofer Str.,3
3152,Möslweg,1a
3164,Montsalvatstr.,2
3164,Montsalvatstr.,3a
3164,Montsalvatstr.,7
3164,Montsalvatstr.,14
3165,Moorackerweg,3
1418,Gaßnerstr.,17
1832,Hawartstr.,4
2935,Magdalenenstr.,52
2955,Malsenstr.,13
2456,Kistlerhofstr.,237
4395,Siemensallee,78
4472,Sperlstr.,7
1327,Friedenheimer Str.,9
1327,Friedenheimer Str.,15
1327,Friedenheimer Str.,17
1769,Hanauer Str.,6a
1327,Friedenheimer Str.,59
1327,Friedenheimer Str.,64
2025,Hochnißlstr.,22
2190,Ingeborgstr.,65
2190,Ingeborgstr.,67
2176,Im Moosgrund,47
1083,Erlbachstr.,14a
1179,Feldmochinger Str.,48
3018,Martin-Empl-Ring,15
4102,Schäufeleinstr.,26a
3031,Matterhornstr.,23
3672,Preysingstr.,32
3986,Ruhestr.,5
5677,Straßbergerstr.,79
1093,Ernst-Platz-Str.,23
1093,Ernst-Platz-Str.,21
1093,Ernst-Platz-Str.,43
1179,Feldmochinger Str.,3
1179,Feldmochinger Str.,7
2574,Krautheimstr.,54
2733,Lechelstr.,34
3948,Rothschwaigestr.,10
507,Berenter Str.,3
738,Buschingstr.,19
1866,Heiliggeiststr.,6
1942,Herrnstr.,30
1942,Herrnstr.,40
1294,Frauenstr.,19
1960,Herzogspitalstr.,11
1960,Herzogspitalstr.,14
1866,Heiliggeiststr.,3
1963,Herzog-Wilhelm-Str.,24
1960,Herzogspitalstr.,1
2014,Hochbrückenstr.,3
3928,Rosental,10
3928,Rosental,16
3935,Roßmarkt,4
3935,Roßmarkt,10
3935,Roßmarkt,15
4033,Salvatorpl.,1
2398,Kaulbachstr.,35
2398,Kaulbachstr.,37
2398,Kaulbachstr.,41
2514,Königinstr.,5
2514,Königinstr.,19
2514,Königinstr.,21
2514,Königinstr.,23
2514,Königinstr.,29
2514,Königinstr.,31
2514,Königinstr.,35
1721,Hackenstr.,3
1963,Herzog-Wilhelm-Str.,8
1721,Hackenstr.,6
1721,Hackenstr.,10
2014,Hochbrückenstr.,20
1963,Herzog-Wilhelm-Str.,21
2287,Josephspitalstr.,6
2014,Hochbrückenstr.,4
2340,Kardinal-Faulhaber-Str.,12
2287,Josephspitalstr.,2
2287,Josephspitalstr.,9
2762,Lenbachpl.,3
2737,Ledererstr.,21
2762,Lenbachpl.,2
2932,Maffeistr.,14
3014,Marstallpl.,4
2996,Marienpl.,18
3047,Maximilianspl.,8
3047,Maximilianspl.,18
3048,Maximilianstr.,12
2737,Ledererstr.,6
3201,Müllerstr.,37
3201,Müllerstr.,43
3201,Müllerstr.,40
3201,Müllerstr.,42
3201,Müllerstr.,45
3201,Müllerstr.,48
3201,Müllerstr.,46
3201,Müllerstr.,51
3201,Müllerstr.,50
3927,Rosenstr.,8
3928,Rosental,5
3928,Rosental,7
788,Cosimastr.,10
3407,Ortlindestr.,11
3731,Rambaldistr.,39
5267,Zaubzerstr.,2
5380,Regina-Ullmann-Str.,49
1031,Elfenstr.,15
1294,Frauenstr.,6
1294,Frauenstr.,14
706,Brunnstr.,9
735,Burgstr.,8
1550,Görresstr.,9
1550,Görresstr.,10
1550,Görresstr.,11
1550,Görresstr.,12
1550,Görresstr.,13
1550,Görresstr.,14
1550,Görresstr.,15
1550,Görresstr.,16
797,Dachauer Str.,36
797,Dachauer Str.,37
797,Dachauer Str.,42
797,Dachauer Str.,44
797,Dachauer Str.,76
1067,Enhuberstr.,1
1067,Enhuberstr.,3
1067,Enhuberstr.,3a
4166,Schleißheimer Str.,21
4166,Schleißheimer Str.,23
1965,Heßstr.,96
1965,Heßstr.,98
1965,Heßstr.,100
1987,Hiltenspergerstr.,2
1987,Hiltenspergerstr.,3
1987,Hiltenspergerstr.,4
1987,Hiltenspergerstr.,6
4806,Türkenstr.,63
343,Augustenstr.,114
3273,Neureutherstr.,9
3273,Neureutherstr.,11
3273,Neureutherstr.,12
3273,Neureutherstr.,15
3273,Neureutherstr.,16
3273,Neureutherstr.,17
3273,Neureutherstr.,18
4166,Schleißheimer Str.,25
4166,Schleißheimer Str.,26
4166,Schleißheimer Str.,29
4166,Schleißheimer Str.,34
4166,Schleißheimer Str.,38
4166,Schleißheimer Str.,42
1550,Görresstr.,32
1550,Görresstr.,33
4227,Schönfeldstr.,28
4706,Theresienstr.,9
4706,Theresienstr.,13
4706,Theresienstr.,14
4706,Theresienstr.,16
1377,Fürstenstr.,12
4706,Theresienstr.,20
1387,Gabelsbergerstr.,47
1387,Gabelsbergerstr.,48
4806,Türkenstr.,67
4806,Türkenstr.,68
4806,Türkenstr.,69
4806,Türkenstr.,71
4806,Türkenstr.,72
4806,Türkenstr.,78
4806,Türkenstr.,79
4806,Türkenstr.,81
4806,Türkenstr.,85
2364,Karlstr.,22
3273,Neureutherstr.,20
343,Augustenstr.,9
4568,Stettnerstr.,15
343,Augustenstr.,13
343,Augustenstr.,24
343,Augustenstr.,26
343,Augustenstr.,28
343,Augustenstr.,33
343,Augustenstr.,39
343,Augustenstr.,43
1550,Görresstr.,34
1550,Görresstr.,37
1550,Görresstr.,38
1550,Görresstr.,41
1550,Görresstr.,42
1550,Görresstr.,43
4129,Schellingstr.,9
4129,Schellingstr.,11
1387,Gabelsbergerstr.,49
1387,Gabelsbergerstr.,50
1387,Gabelsbergerstr.,51
1387,Gabelsbergerstr.,52
1387,Gabelsbergerstr.,53
1387,Gabelsbergerstr.,58
1387,Gabelsbergerstr.,59
4541,Steinheilstr.,18
4541,Steinheilstr.,19
2364,Karlstr.,32
2364,Karlstr.,34
2364,Karlstr.,36
2364,Karlstr.,40
2364,Karlstr.,42
2364,Karlstr.,44
2364,Karlstr.,46
2364,Karlstr.,48
2364,Karlstr.,52
2364,Karlstr.,54
19,Adalbertstr.,64
343,Augustenstr.,50
4305,Schweidnitzer Str.,18d
2287,Josephspitalstr.,8
426,Barer Str.,1a
398,Baierbrunner Str.,6
398,Baierbrunner Str.,8
3440,Ottostr.,19
3440,Ottostr.,21
3440,Ottostr.,10
3673,Prielmayerstr.,3
4129,Schellingstr.,15
4129,Schellingstr.,17
4129,Schellingstr.,19
4129,Schellingstr.,20
4129,Schellingstr.,22
4129,Schellingstr.,29
4129,Schellingstr.,30
1067,Enhuberstr.,4
1067,Enhuberstr.,5
4541,Steinheilstr.,21
4543,Steinickeweg,4
4543,Steinickeweg,7
4706,Theresienstr.,43
4706,Theresienstr.,45
4706,Theresienstr.,49
4706,Theresienstr.,51
1965,Heßstr.,38
1965,Heßstr.,39
2581,Kreittmayrstr.,20
2581,Kreittmayrstr.,23
2581,Kreittmayrstr.,26
2581,Kreittmayrstr.,28
2581,Kreittmayrstr.,29
2581,Kreittmayrstr.,30
2581,Kreittmayrstr.,32
2581,Kreittmayrstr.,33
3328,Nymphenburger Str.,17
3673,Prielmayerstr.,5
343,Augustenstr.,115
343,Augustenstr.,119
426,Barer Str.,35
426,Barer Str.,37
426,Barer Str.,42
426,Barer Str.,46
426,Barer Str.,47
426,Barer Str.,50a
1067,Enhuberstr.,7
1387,Gabelsbergerstr.,22
1387,Gabelsbergerstr.,24
1387,Gabelsbergerstr.,26
1387,Gabelsbergerstr.,28
1387,Gabelsbergerstr.,30
1387,Gabelsbergerstr.,32
1965,Heßstr.,43
1965,Heßstr.,44
1965,Heßstr.,45
1965,Heßstr.,46a
1965,Heßstr.,47
1965,Heßstr.,50
1965,Heßstr.,51
4706,Theresienstr.,23
4706,Theresienstr.,29
4315,Schwindstr.,13
1742,Hahnemannstr.,5f
4315,Schwindstr.,18
4315,Schwindstr.,22
4315,Schwindstr.,24
4315,Schwindstr.,28
4315,Schwindstr.,29
4315,Schwindstr.,32
4678,Tengstr.,3
2581,Kreittmayrstr.,35
426,Barer Str.,51
3273,Neureutherstr.,21
3273,Neureutherstr.,24
3273,Neureutherstr.,27
3273,Neureutherstr.,29
1742,Hahnemannstr.,5e
3273,Neureutherstr.,30
4166,Schleißheimer Str.,52
4166,Schleißheimer Str.,60
4457,Sophienstr.,1
4457,Sophienstr.,2
4457,Sophienstr.,5
4457,Sophienstr.,6
4541,Steinheilstr.,1
4541,Steinheilstr.,2
4541,Steinheilstr.,3
1550,Görresstr.,48
4706,Theresienstr.,31
4706,Theresienstr.,35
4706,Theresienstr.,38
4706,Theresienstr.,40
4706,Theresienstr.,46
4706,Theresienstr.,48
4706,Theresienstr.,56
4706,Theresienstr.,60
1387,Gabelsbergerstr.,60
19,Adalbertstr.,72
19,Adalbertstr.,76
19,Adalbertstr.,80
19,Adalbertstr.,86
19,Adalbertstr.,88
19,Adalbertstr.,96
19,Adalbertstr.,98
19,Adalbertstr.,104
1987,Hiltenspergerstr.,7
3273,Neureutherstr.,32
343,Augustenstr.,54
343,Augustenstr.,56
343,Augustenstr.,62
343,Augustenstr.,64
343,Augustenstr.,65
343,Augustenstr.,71
343,Augustenstr.,73
343,Augustenstr.,74
1965,Heßstr.,2
1965,Heßstr.,10
1965,Heßstr.,14
1965,Heßstr.,16
1965,Heßstr.,19
1965,Heßstr.,21
1965,Heßstr.,22
4129,Schellingstr.,34
1387,Gabelsbergerstr.,62
1387,Gabelsbergerstr.,63
1387,Gabelsbergerstr.,65
1387,Gabelsbergerstr.,67
1387,Gabelsbergerstr.,71
1387,Gabelsbergerstr.,72
4706,Theresienstr.,61
4706,Theresienstr.,63
3328,Nymphenburger Str.,2
3328,Nymphenburger Str.,24
3328,Nymphenburger Str.,19
3328,Nymphenburger Str.,30
3328,Nymphenburger Str.,25
3328,Nymphenburger Str.,31
3328,Nymphenburger Str.,32
3328,Nymphenburger Str.,33
3328,Nymphenburger Str.,35
2504,Kobellstr.,4
343,Augustenstr.,77
3673,Prielmayerstr.,8
3679,Prinz-Ludwig-Str.,11
3838,Richard-Wagner-Str.,3
3838,Richard-Wagner-Str.,5
3838,Richard-Wagner-Str.,10
3838,Richard-Wagner-Str.,11
3838,Richard-Wagner-Str.,13
3838,Richard-Wagner-Str.,17
4129,Schellingstr.,38
4129,Schellingstr.,40
4129,Schellingstr.,42
4129,Schellingstr.,46
4129,Schellingstr.,47
4129,Schellingstr.,51
4227,Schönfeldstr.,3
4227,Schönfeldstr.,16
4227,Schönfeldstr.,17
1387,Gabelsbergerstr.,34
4706,Theresienstr.,69
4706,Theresienstr.,73
4706,Theresienstr.,83
4706,Theresienstr.,87
4706,Theresienstr.,89
1965,Heßstr.,53
1965,Heßstr.,54
1965,Heßstr.,55
3328,Nymphenburger Str.,37
3328,Nymphenburger Str.,38
3328,Nymphenburger Str.,39
3877,Rißheimerstr.,20
3328,Nymphenburger Str.,42
3328,Nymphenburger Str.,45
3328,Nymphenburger Str.,46
3328,Nymphenburger Str.,47
3328,Nymphenburger Str.,48
3328,Nymphenburger Str.,36
1550,Görresstr.,46
426,Barer Str.,62
426,Barer Str.,64
426,Barer Str.,65
426,Barer Str.,67
426,Barer Str.,68
426,Barer Str.,70
426,Barer Str.,72
426,Barer Str.,74
1387,Gabelsbergerstr.,38
1387,Gabelsbergerstr.,39
1387,Gabelsbergerstr.,40
1387,Gabelsbergerstr.,42
4698,Theodor-Fischer-Str.,48a
1387,Gabelsbergerstr.,43
1387,Gabelsbergerstr.,46
4541,Steinheilstr.,4
4541,Steinheilstr.,5
1965,Heßstr.,56
1965,Heßstr.,57
1965,Heßstr.,59
1965,Heßstr.,61
1965,Heßstr.,62
1965,Heßstr.,63
4706,Theresienstr.,70
4706,Theresienstr.,72
1987,Hiltenspergerstr.,8
1987,Hiltenspergerstr.,11
2208,Isabellastr.,2
2208,Isabellastr.,4
2208,Isabellastr.,5
2208,Isabellastr.,6
2208,Isabellastr.,7
2208,Isabellastr.,8
2581,Kreittmayrstr.,16
426,Barer Str.,77
3273,Neureutherstr.,35
3273,Neureutherstr.,37
3273,Neureutherstr.,38
3273,Neureutherstr.,39
4129,Schellingstr.,57
4129,Schellingstr.,58
4129,Schellingstr.,59
4129,Schellingstr.,61
4541,Steinheilstr.,6
4541,Steinheilstr.,7
4541,Steinheilstr.,9
4541,Steinheilstr.,12
4541,Steinheilstr.,15
4541,Steinheilstr.,16
1965,Heßstr.,25
1965,Heßstr.,27
4806,Türkenstr.,17
4806,Türkenstr.,22
4806,Türkenstr.,26
4806,Türkenstr.,28
4806,Türkenstr.,31
4806,Türkenstr.,33
1387,Gabelsbergerstr.,73
1387,Gabelsbergerstr.,75
2504,Kobellstr.,5
2504,Kobellstr.,6
2504,Kobellstr.,8
2504,Kobellstr.,11
2504,Kobellstr.,12
2504,Kobellstr.,15
2695,Landwehrstr.,2
2695,Landwehrstr.,3
2695,Landwehrstr.,4
2695,Landwehrstr.,5
4129,Schellingstr.,62
343,Augustenstr.,78
343,Augustenstr.,82
343,Augustenstr.,83
426,Barer Str.,13
426,Barer Str.,24
426,Barer Str.,27
426,Barer Str.,38
678,Brienner Str.,19
1965,Heßstr.,28
1965,Heßstr.,29
1965,Heßstr.,32
1965,Heßstr.,35
1965,Heßstr.,36
1965,Heßstr.,37
4227,Schönfeldstr.,19
4227,Schönfeldstr.,26
1036,Elisenstr.,5
1036,Elisenstr.,1a
1387,Gabelsbergerstr.,83
1387,Gabelsbergerstr.,85
1387,Gabelsbergerstr.,89
1387,Gabelsbergerstr.,91
1387,Gabelsbergerstr.,95
4706,Theresienstr.,104
4706,Theresienstr.,110
2909,Luisenstr.,49
277,Arcisstr.,48
277,Arcisstr.,53
277,Arcisstr.,55
277,Arcisstr.,58
277,Arcisstr.,60
277,Arcisstr.,64
343,Augustenstr.,89
343,Augustenstr.,92
678,Brienner Str.,23
3838,Richard-Wagner-Str.,18
3838,Richard-Wagner-Str.,19
3960,Rottmannstr.,5
3960,Rottmannstr.,7
3960,Rottmannstr.,8
3960,Rottmannstr.,9
6018,Heinar-Kipphardt-Weg,11
6014,Franz-Werfel-Str.,7
6014,Franz-Werfel-Str.,9
3679,Prinz-Ludwig-Str.,7
3679,Prinz-Ludwig-Str.,8
3679,Prinz-Ludwig-Str.,9
3679,Prinz-Ludwig-Str.,10
3679,Prinz-Ludwig-Str.,12
3679,Prinz-Ludwig-Str.,16
3686,Professor-Huber-Pl.,1
3686,Professor-Huber-Pl.,2
3732,Rambergstr.,1
4706,Theresienstr.,112
4706,Theresienstr.,122
4706,Theresienstr.,128
4706,Theresienstr.,134
4706,Theresienstr.,138
4706,Theresienstr.,146
1965,Heßstr.,65
1965,Heßstr.,67
277,Arcisstr.,46a
2909,Luisenstr.,69
2909,Luisenstr.,72
2909,Luisenstr.,73
2909,Luisenstr.,75
3273,Neureutherstr.,1a
3273,Neureutherstr.,2
3273,Neureutherstr.,4
3273,Neureutherstr.,5
6014,Franz-Werfel-Str.,13
426,Barer Str.,78
426,Barer Str.,86
426,Barer Str.,88
426,Barer Str.,90
805,Daimlerstr.,1
805,Daimlerstr.,3
805,Daimlerstr.,6
1550,Görresstr.,2
3732,Rambergstr.,2
797,Dachauer Str.,4
797,Dachauer Str.,13
797,Dachauer Str.,17
797,Dachauer Str.,19
797,Dachauer Str.,20
797,Dachauer Str.,23
797,Dachauer Str.,24
797,Dachauer Str.,28
1965,Heßstr.,68
1965,Heßstr.,71
1965,Heßstr.,78
1965,Heßstr.,80
1965,Heßstr.,82
1965,Heßstr.,84
1090,Ernst-Haeckel-Str.,90b
4806,Türkenstr.,38
3273,Neureutherstr.,6
4926,Von-der-Tann-Str.,12
4926,Von-der-Tann-Str.,14
5211,Wittelsbacherpl.,1
277,Arcisstr.,17
278,Arcostr.,1
278,Arcostr.,2
278,Arcostr.,5
343,Augustenstr.,4
1550,Görresstr.,3
3414,Oskar-von-Miller-Ring,29
3414,Oskar-von-Miller-Ring,31
3414,Oskar-von-Miller-Ring,33
3414,Oskar-von-Miller-Ring,35
3414,Oskar-von-Miller-Ring,38
3679,Prinz-Ludwig-Str.,1
3679,Prinz-Ludwig-Str.,3
3679,Prinz-Ludwig-Str.,5
3679,Prinz-Ludwig-Str.,6
797,Dachauer Str.,29
3960,Rottmannstr.,22
277,Arcisstr.,52
4166,Schleißheimer Str.,2
4166,Schleißheimer Str.,6
4166,Schleißheimer Str.,11
4166,Schleißheimer Str.,12
1550,Görresstr.,19
1550,Görresstr.,22a
4806,Türkenstr.,42
4806,Türkenstr.,43
4806,Türkenstr.,47
4806,Türkenstr.,51
4806,Türkenstr.,53
4806,Türkenstr.,54
4806,Türkenstr.,57
4806,Türkenstr.,58
4806,Türkenstr.,60
1387,Gabelsbergerstr.,97
343,Augustenstr.,5
2909,Luisenstr.,51
2909,Luisenstr.,53
3026,Maßmannstr.,2
3026,Maßmannstr.,4
3026,Maßmannstr.,10
3052,Max-Joseph-Str.,4
4586,Stösserstr.,14
3052,Max-Joseph-Str.,7
3679,Prinz-Ludwig-Str.,6a
678,Brienner Str.,25
678,Brienner Str.,37
678,Brienner Str.,39
678,Brienner Str.,41
678,Brienner Str.,45
678,Brienner Str.,46
678,Brienner Str.,48
678,Brienner Str.,54
1550,Görresstr.,24
1550,Görresstr.,25
1550,Görresstr.,26
1550,Görresstr.,27
1550,Görresstr.,28
1550,Görresstr.,29
1550,Görresstr.,30
3732,Rambergstr.,4
1387,Gabelsbergerstr.,99
2364,Karlstr.,1
2364,Karlstr.,6
2364,Karlstr.,7
2364,Karlstr.,9
2364,Karlstr.,11
2364,Karlstr.,18
2364,Karlstr.,19
2364,Karlstr.,20
4706,Theresienstr.,154
3052,Max-Joseph-Str.,8
343,Augustenstr.,94
343,Augustenstr.,95
343,Augustenstr.,96a
343,Augustenstr.,99
343,Augustenstr.,101
343,Augustenstr.,104
343,Augustenstr.,106
343,Augustenstr.,111
678,Brienner Str.,55
3960,Rottmannstr.,10
3960,Rottmannstr.,11
3960,Rottmannstr.,12
3960,Rottmannstr.,12a
3960,Rottmannstr.,14
3960,Rottmannstr.,15
3960,Rottmannstr.,16
3960,Rottmannstr.,16a
3732,Rambergstr.,5
3732,Rambergstr.,6
3732,Rambergstr.,8
3826,Rheinbergerstr.,1
3826,Rheinbergerstr.,3
3826,Rheinbergerstr.,4
3826,Rheinbergerstr.,5
3826,Rheinbergerstr.,7
797,Dachauer Str.,31
797,Dachauer Str.,34
4706,Theresienstr.,160
19,Adalbertstr.,41a
19,Adalbertstr.,41b
19,Adalbertstr.,45
19,Adalbertstr.,47
19,Adalbertstr.,51
19,Adalbertstr.,55
1965,Heßstr.,90
1963,Herzog-Wilhelm-Str.,1
3201,Müllerstr.,10
3201,Müllerstr.,25
3201,Müllerstr.,12
3201,Müllerstr.,30
3201,Müllerstr.,32
3201,Müllerstr.,23
3201,Müllerstr.,35
3201,Müllerstr.,39
19,Adalbertstr.,23
19,Adalbertstr.,28
19,Adalbertstr.,32
19,Adalbertstr.,33
2652,Kurfürstenstr.,15
2652,Kurfürstenstr.,19
2898,Ludwigstr.,1
2898,Ludwigstr.,3
2898,Ludwigstr.,5
2898,Ludwigstr.,6
2514,Königinstr.,12
112,Altheimer Eck,1
112,Altheimer Eck,6
112,Altheimer Eck,15
143,Am Einlaß,3a
348,Augustinerstr.,2
602,Blumenstr.,3
2107,Holzstr.,23
6011,Prälat-Zistl-Str.,8
6011,Prälat-Zistl-Str.,12
2598,Kreuzstr.,16
1294,Frauenstr.,20
602,Blumenstr.,23
1294,Frauenstr.,32
1294,Frauenstr.,36
647,Bräuhausstr.,4
2998,Marienstr.,12
2902,Lueg ins Land,3
2998,Marienstr.,16
2932,Maffeistr.,1
2998,Marienstr.,19
2996,Marienpl.,11
3201,Müllerstr.,33
3870,Rindermarkt,2
3870,Rindermarkt,5
3870,Rindermarkt,6
3870,Rindermarkt,7
3870,Rindermarkt,10
3870,Rindermarkt,15
3883,Rochusberg,5
3885,Rochusstr.,7
3927,Rosenstr.,6
2514,Königinstr.,16
2898,Ludwigstr.,9
2898,Ludwigstr.,10
2898,Ludwigstr.,13
1960,Herzogspitalstr.,18
1960,Herzogspitalstr.,20
1963,Herzog-Wilhelm-Str.,7
2014,Hochbrückenstr.,8
2014,Hochbrückenstr.,14
1963,Herzog-Wilhelm-Str.,15
2598,Kreuzstr.,21
2598,Kreuzstr.,25
2624,Küchelbäckerstr.,3
2737,Ledererstr.,4
2362,Karlspl.,8
2737,Ledererstr.,9
2397,Kaufingerstr.,9
2737,Ledererstr.,14
3201,Müllerstr.,54
3208,Münzstr.,4
3043,Maxburgstr.,2
2996,Marienpl.,20
3043,Maxburgstr.,4
2996,Marienpl.,22
2996,Marienpl.,26
3536,Peterspl.,10
3536,Peterspl.,11
3577,Pflugstr.,4
3618,Platzl,5
3618,Platzl,6
3927,Rosenstr.,7
2398,Kaulbachstr.,26b
2398,Kaulbachstr.,27
2398,Kaulbachstr.,29
2398,Kaulbachstr.,29a
2398,Kaulbachstr.,30
2398,Kaulbachstr.,31
2398,Kaulbachstr.,31a
2398,Kaulbachstr.,33
2123,Hotterstr.,13
1963,Herzog-Wilhelm-Str.,23
2287,Josephspitalstr.,1
4359,Sendlinger-Tor-Pl.,8
4359,Sendlinger-Tor-Pl.,10
2356,Karlsbergstr.,3
4452,Sonnenstr.,4
4452,Sonnenstr.,5
4452,Sonnenstr.,7
4452,Sonnenstr.,11
4452,Sonnenstr.,13
3266,Neuhauser Str.,1
3266,Neuhauser Str.,3
3282,Neuturmstr.,3
3282,Neuturmstr.,3a
3282,Neuturmstr.,10
3329,Oberanger,4
3329,Oberanger,9
3329,Oberanger,30
122,Amalienstr.,97
122,Amalienstr.,99
3618,Platzl,7
3618,Platzl,8
3660,Prannerstr.,5
3536,Peterspl.,9
3660,Prannerstr.,8
1455,Georgenstr.,13
1455,Georgenstr.,14
1455,Georgenstr.,15
1455,Georgenstr.,17
2398,Kaulbachstr.,34
2208,Isabellastr.,9
2208,Isabellastr.,11
2208,Isabellastr.,12
2288,Josephspl.,3
2288,Josephspl.,6
2288,Josephspl.,8
2288,Josephspl.,9
2289,Josephstr.,1
4452,Sonnenstr.,14
4452,Sonnenstr.,16
19,Adalbertstr.,35
19,Adalbertstr.,37
19,Adalbertstr.,38
19,Adalbertstr.,44
19,Adalbertstr.,54
60,Akademiestr.,5
60,Akademiestr.,11
175,Amirapl.,1
599,Blütenstr.,1
599,Blütenstr.,3
599,Blütenstr.,4
599,Blütenstr.,8
599,Blütenstr.,9
599,Blütenstr.,11
599,Blütenstr.,13
599,Blütenstr.,14
602,Blumenstr.,21a
602,Blumenstr.,26
1455,Georgenstr.,23
1455,Georgenstr.,25
5897,Michl-Lang-Weg,7
1294,Frauenstr.,40
